15
o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
7845|191|F|153331.30|1994-12-14|1-URGENT|Clerk#000000671|0|unts cajole furiously. blithely bold platelets cajole. furiously|1994|1|0|1|0|1|
7846|149|O|104652.13|1995-06-26|5-LOW|Clerk#000000343|0|accounts. furiously regular accounts among the careful packages haggle qu|1995|0|0|1|1|1|
7847|188|O|102490.11|1995-07-04|4-NOT SPECIFIED|Clerk#000000170|0|ial foxes. regular pack|1995|0|0|1|1|1|
7872|262|F|123817.07|1992-10-23|2-HIGH|Clerk#000000329|0|althily regular packages. regular, ironic packages nag carefully|1992|1|0|1|0|1|
7873|13|F|210062.72|1992-06-26|1-URGENT|Clerk#000000491|0|ic packages. final packages grow regular pack|1992|1|0|1|0|1|
7874|100|O|113759.56|1998-06-18|4-NOT SPECIFIED|Clerk#000000034|0|tegrate carefully according to the furiously regu|1998|0|0|1|0|1|
7875|133|F|126984.47|1993-02-10|5-LOW|Clerk#000000128|0|ve the even, bold packages sleep blithely according to the sly|1993|1|0|1|0|1|
7876|406|O|100954.01|1996-08-28|5-LOW|Clerk#000000231|0|s. special, ironic requests at the slyly express instructions affix quickly|1996|0|0|1|1|1|
7877|40|O|238634.13|1996-03-08|2-HIGH|Clerk#000000510|0|ironic requests haggle about the slyly unusual|1996|0|0|1|1|1|
7878|415|P|213859.35|1995-05-02|5-LOW|Clerk#000000455|0|fily regular deposits. sl|1995|0|0|1|1|1|
7879|370|F|139334.92|1994-07-31|3-MEDIUM|Clerk#000000406|0|onic realms cajole after the carefully sly theod|1994|1|0|1|0|1|
7904|445|F|81531.20|1993-05-28|5-LOW|Clerk#000000508|0|ial deposits sleep deposits. furiously silent theodolites after the regu|1993|1|0|1|0|1|
7905|293|F|178633.40|1994-06-04|5-LOW|Clerk#000000601|0|oost final, unusual foxes. ideas serve|1994|1|0|1|0|1|
7906|247|F|124652.47|1994-10-18|3-MEDIUM|Clerk#000000081|0| accounts sleep closely along the special depende|1994|1|0|1|0|1|
7907|170|O|147967.16|1996-10-10|5-LOW|Clerk#000000418|0|ly even requests wake slyly along the blithely regular packages. sl|1996|0|0|1|1|1|
7908|391|O|255204.54|1996-10-14|1-URGENT|Clerk#000000839|0|ly express deposits wake fluffily around the final, ironic ideas. furio|1996|0|0|1|1|1|
7909|235|F|49109.59|1994-01-04|2-HIGH|Clerk#000000720|0|carefully silent deposits; blithely special braids|1994|1|0|1|0|1|
7910|136|F|247104.88|1993-04-21|1-URGENT|Clerk#000000814|0|ly final requests are. slow|1993|1|0|1|0|1|
7911|326|O|86672.86|1997-09-02|1-URGENT|Clerk#000000573|0|ajole blithely on the busy, even asymptotes. carefully ironic pi|1997|0|0|1|0|1|
7936|298|F|78936.99|1993-04-06|5-LOW|Clerk#000000084|0| even packages: quickly re|1993|1|0|1|0|1|
7937|314|F|57280.78|1993-04-02|5-LOW|Clerk#000000950|0|cial instructions. carefully ironic packages wake. slyl|1993|1|0|1|0|1|
7938|212|F|120885.53|1993-03-14|3-MEDIUM|Clerk#000000148|0|ounts haggle furiously |1993|1|0|1|0|1|
7939|124|O|117445.10|1996-11-03|2-HIGH|Clerk#000000161|0| slyly close ideas. carefully ironic accounts kindle fluff|1996|0|0|1|1|1|
7940|379|O|12487.17|1996-03-08|3-MEDIUM|Clerk#000000135|0|lly even excuses integ|1996|0|0|1|1|1|
7941|409|F|78546.47|1992-03-24|5-LOW|Clerk#000000310|0|use carefully even requests. express multipliers among the re|1992|1|0|1|0|1|
7942|218|F|101267.68|1994-04-20|3-MEDIUM|Clerk#000000207|0|otes. furiously pending deposits cajole along the f|1994|1|0|1|0|1|
7943|373|O|38932.55|1996-08-28|3-MEDIUM|Clerk#000000120|0|usly regular pinto beans affix furiously. s|1996|0|0|1|1|1|
7968|112|F|189401.67|1993-09-16|5-LOW|Clerk#000000491|0|ilent, silent pinto beans amon|1993|1|1|1|0|1|
7969|100|O|141914.72|1998-08-02|4-NOT SPECIFIED|Clerk#000000027|0|uriously regular instructions. slyly fin|1998|0|0|1|0|1|
7970|118|O|64545.67|1996-10-10|5-LOW|Clerk#000000124|0|y stealthy, final instructions. unusual accounts sleep furiousl|1996|0|0|1|1|1|
7971|86|F|110443.66|1994-06-03|4-NOT SPECIFIED|Clerk#000000934|0|osits use slyly according to the regular th|1994|1|0|1|0|1|
7972|307|O|192611.22|1998-05-14|4-NOT SPECIFIED|Clerk#000000240|0|ackages use. ironic, regular deposits detect carefully. eve|1998|0|0|1|0|1|
7973|280|F|64587.33|1992-01-21|5-LOW|Clerk#000000539|0|ully special packages sleep after the careful|1992|1|0|1|0|1|
7974|403|F|44942.32|1992-06-03|5-LOW|Clerk#000000048|0|xes. slyly special requests wake slyly |1992|1|0|1|0|1|
7975|44|O|29722.56|1997-03-06|3-MEDIUM|Clerk#000000919|0|ending deposits. special, i|1997|0|0|1|0|1|
8000|46|F|203825.94|1993-09-20|5-LOW|Clerk#000000994|0|ctions cajole furious|1993|1|1|1|0|1|
8001|379|F|211501.99|1993-11-20|2-HIGH|Clerk#000000699|0|ts cajole quickly final sentiments. fluffily regular courts un|1993|1|0|1|0|1|
8002|7|F|146808.66|1993-03-14|4-NOT SPECIFIED|Clerk#000000581|0|aringly final deposits haggle around the bl|1993|1|0|1|0|1|
8003|394|O|231744.99|1995-10-24|2-HIGH|Clerk#000000792|0|hely. carefully final foxes wake furiously. final packages u|1995|0|0|1|1|1|
8004|277|P|227652.30|1995-05-12|1-URGENT|Clerk#000000044|0|e slyly regular theodolites boost furiously against the quickly even p|1995|0|0|1|1|1|
8005|71|F|231163.42|1992-04-06|1-URGENT|Clerk#000000957|0|uriously express depo|1992|1|0|1|0|1|
8006|232|P|230165.55|1995-06-04|3-MEDIUM|Clerk#000000804|0|ckages across the quickly final foxes are after the even, special foxe|1995|0|0|1|1|1|
8007|71|F|206964.12|1992-02-12|5-LOW|Clerk#000000407|0|e furiously blithely ironic accounts. furiously expres|1992|1|0|1|0|1|
8032|40|F|45393.84|1994-12-30|1-URGENT|Clerk#000000716|0|lithely unusual theodolites |1994|1|0|1|0|1|
8033|43|F|72907.99|1992-04-25|2-HIGH|Clerk#000000810|0|ular, special pinto |1992|1|0|1|0|1|
8034|223|F|134627.42|1992-01-20|2-HIGH|Clerk#000000998|0|ckly regular requests use slyly|1992|1|0|1|0|1|
8035|274|F|179110.39|1992-03-02|3-MEDIUM|Clerk#000000730|0|s use slyly around the ironic attainments! furiously p|1992|1|0|1|0|1|
8036|68|O|186676.32|1997-04-14|1-URGENT|Clerk#000000364|0|regular requests alongside of the b|1997|0|0|1|0|1|
8037|352|O|149552.56|1996-03-12|1-URGENT|Clerk#000000301|0|ymptotes kindle fluffily special instructi|1996|0|0|1|1|1|
8038|302|F|95680.27|1992-10-27|1-URGENT|Clerk#000000256|0|sits. furiously ironic foxes are fluffily. care|1992|1|0|1|0|1|
8039|71|F|64084.13|1992-08-24|3-MEDIUM|Clerk#000000533|0|ly. quickly bold accounts engage carefully even, even instruction|1992|1|0|1|0|1|
8064|200|P|146889.61|1995-05-13|2-HIGH|Clerk#000000179|0| dependencies engage ev|1995|0|0|1|1|1|
8065|343|F|158035.24|1992-10-22|3-MEDIUM|Clerk#000000165|0|egular foxes along the regular, even asymptotes use slyly ironic ins|1992|1|0|1|0|1|
8066|109|O|173283.02|1997-02-01|2-HIGH|Clerk#000000871|0|olites wake above the blithely regular instructions. ironic ideas shall |1997|0|0|1|0|1|
8067|16|F|83608.17|1992-02-04|2-HIGH|Clerk#000000485|0| across the regular deposits boost blithely carefully exp|1992|1|0|1|0|1|
8068|400|O|241498.61|1996-08-12|3-MEDIUM|Clerk#000000623|0|final pinto beans. slyly unusual requests nag quickly f|1996|0|0|1|1|1|
8069|40|F|102082.50|1994-08-09|1-URGENT|Clerk#000000875|0|nal requests. regular excuses wake furiously. furiously ironic requests s|1994|1|0|1|0|1|
8070|301|F|316884.34|1992-01-29|3-MEDIUM|Clerk#000000293|0|ar accounts wake furiously furiously express packages.|1992|1|0|1|0|1|
8071|341|O|101088.64|1996-04-08|5-LOW|Clerk#000000394|0|ickly unusual accounts poach. theodolites use ruthlessly. bli|1996|0|0|1|1|1|
8096|368|O|100083.26|1996-11-06|2-HIGH|Clerk#000000663|0|xpress pinto beans cajole fluffily. bold dolphins sleep q|1996|0|0|1|1|1|
8097|151|F|125203.63|1993-12-10|3-MEDIUM|Clerk#000000596|0|luffy instructions. express, ironic gifts haggle blithely|1993|1|0|1|0|1|
8098|121|O|91036.90|1997-11-04|1-URGENT|Clerk#000000372|0|ly dogged ideas. furiously even platelets haggle. blithely sp|1997|0|0|1|0|1|
8099|37|O|16331.13|1996-01-09|2-HIGH|Clerk#000000211|0|ular deposits. packages |1996|0|0|1|1|1|
8100|100|O|236511.96|1997-01-15|4-NOT SPECIFIED|Clerk#000000225|0|doubt slyly even theod|1997|0|0|1|0|1|
8101|25|F|153182.42|1993-03-05|3-MEDIUM|Clerk#000000889|0|y final platelets. regular deposits are |1993|1|0|1|0|1|
8102|400|O|209155.47|1997-06-05|3-MEDIUM|Clerk#000000225|0|bout the unusual theod|1997|0|0|1|0|1|
8103|412|F|133088.21|1994-11-03|5-LOW|Clerk#000000327|0|s. blithely regular theodolites affix slyly careful excuses. b|1994|1|0|1|0|1|
8128|359|O|68633.02|1996-10-04|2-HIGH|Clerk#000000855|0|nto beans are after the even, regular i|1996|0|0|1|1|1|
8129|59|O|144937.29|1998-01-05|4-NOT SPECIFIED|Clerk#000000692|0|fully. fluffy packages wake above the|1998|0|0|1|0|1|
8130|268|F|46957.18|1992-05-14|1-URGENT|Clerk#000000138|0|s. deposits mold slyly. blit|1992|1|0|1|0|1|
8131|154|F|20251.47|1993-05-04|1-URGENT|Clerk#000000598|0|blithely ironic, ironic sentiments|1993|1|0|1|0|1|
8132|155|F|243366.69|1994-05-15|5-LOW|Clerk#000000626|0|hless requests nag blit|1994|1|0|1|0|1|
8133|413|F|168410.12|1995-02-27|3-MEDIUM|Clerk#000000279|0|hely regular ideas wake fu|1995|1|0|1|1|1|
8134|418|O|133068.81|1997-11-15|3-MEDIUM|Clerk#000000355|0|times ironic packages haggle alon|1997|0|0|1|0|1|
8135|382|O|121637.55|1995-06-27|4-NOT SPECIFIED|Clerk#000000445|0|he express dependencies. express pinto beans haggle deposits. carefully bold|1995|0|0|1|1|1|
8160|164|O|159094.59|1996-04-23|5-LOW|Clerk#000000352|0|quickly ironic pinto beans nag slyly iro|1996|0|0|1|1|1|
8161|109|F|13946.69|1994-06-04|2-HIGH|Clerk#000000046|0|ccounts detect about the even, special dependencies. qu|1994|1|0|1|0|1|
8162|214|F|215633.14|1994-10-08|3-MEDIUM|Clerk#000000518|0|ke fluffily after the slyly express pinto beans; furiously ironic packages|1994|1|0|1|0|1|
8163|143|O|124042.73|1997-02-05|4-NOT SPECIFIED|Clerk#000000105|0|oxes must haggle blithely final pack|1997|0|0|1|0|1|
8164|377|F|200504.40|1994-09-15|2-HIGH|Clerk#000000999|0|uick Tiresias haggle fluffily regular deposits. blithely silent req|1994|1|0|1|0|1|
8165|67|F|213632.59|1994-10-16|5-LOW|Clerk#000000180|0|nusual, unusual pinto beans wake slyly against the fluff|1994|1|0|1|0|1|
8166|166|O|287028.32|1997-02-06|4-NOT SPECIFIED|Clerk#000000763|0| blithely idle ideas affix careful|1997|0|0|1|0|1|
8167|241|F|96840.78|1992-08-05|1-URGENT|Clerk#000000193|0|ular asymptotes use carefully even requests. quickly ironic |1992|1|0|1|0|1|
8192|103|F|46077.75|1995-01-07|3-MEDIUM|Clerk#000000140|0|usly even requests.|1995|1|0|1|1|1|
8193|7|O|198565.16|1997-08-09|2-HIGH|Clerk#000000878|0|pecial foxes. carefully regular requests sleep furiou|1997|0|0|1|0|1|
8194|103|O|46823.16|1996-01-01|3-MEDIUM|Clerk#000000216|0|se slyly quickly regular instructions. slyly special|1996|0|0|1|1|1|
8195|85|F|185592.81|1995-01-07|3-MEDIUM|Clerk#000000778|0|y final packages cajole carefully ironic excuses. even as|1995|1|0|1|1|1|
8196|290|O|204264.89|1997-08-30|1-URGENT|Clerk#000000661|0|lly across the regu|1997|0|0|1|0|1|
8197|449|O|154044.33|1998-01-07|2-HIGH|Clerk#000000473|0|dle carefully. slyly ironic package|1998|0|0|1|0|1|
8198|31|O|58693.96|1997-05-05|3-MEDIUM|Clerk#000000125|0|lar packages. pending, regular request|1997|0|0|1|0|1|
8199|148|O|26640.27|1997-03-30|4-NOT SPECIFIED|Clerk#000000612|0|es haggle at the slyly iro|1997|0|0|1|0|1|
8224|13|F|91042.88|1992-02-08|4-NOT SPECIFIED|Clerk#000000811|0|tes after the blithely slow requests print blithely regular, unusual theod|1992|1|0|1|0|1|
8225|76|F|167055.29|1993-09-02|1-URGENT|Clerk#000000410|0|latelets are. final, final pinto beans wake furiously at th|1993|1|1|1|0|1|
8226|92|O|118645.41|1995-12-30|4-NOT SPECIFIED|Clerk#000000909|0|s the quickly regular requests. blithely iro|1995|0|0|1|1|1|
8227|49|F|227384.71|1993-01-11|4-NOT SPECIFIED|Clerk#000000346|0|ual, regular pinto beans. furiously unusual requests wak|1993|1|0|1|0|1|
8228|160|F|53736.18|1993-07-27|4-NOT SPECIFIED|Clerk#000000385|0| deposits along the furiously unusual foxes detect fur|1993|1|0|1|0|1|
8229|361|F|182943.02|1994-12-08|3-MEDIUM|Clerk#000000369|0|ests detect along the e|1994|1|0|1|0|1|
8230|316|O|144767.43|1996-08-09|5-LOW|Clerk#000000860|0|ly special accounts are fluffily ironic requests. fluffily express package|1996|0|0|1|1|1|
8231|271|F|134510.38|1992-10-19|1-URGENT|Clerk#000000743|0|quickly pending instructions alongside of th|1992|1|0|1|0|1|
8256|421|F|176930.35|1992-08-06|3-MEDIUM|Clerk#000000307|0|egular patterns. fluffily unusu|1992|1|0|1|0|1|
8257|106|F|180253.35|1994-03-23|5-LOW|Clerk#000000100|0| ironic, unusual deposi|1994|1|0|1|0|1|
8258|268|F|140526.59|1994-03-02|2-HIGH|Clerk#000000338|0|c ideas. silent, unusual dependencies wake furiously acco|1994|1|0|1|0|1|
8259|343|F|41881.01|1994-04-19|3-MEDIUM|Clerk#000000035|0|he final packages. sometimes final reques|1994|1|0|1|0|1|
8260|2|F|25413.70|1993-05-09|2-HIGH|Clerk#000000448|0| carefully special excuses about the slyly express f|1993|1|0|1|0|1|
8261|349|F|110563.80|1994-04-13|1-URGENT|Clerk#000000889|0|aringly unusual packages are fu|1994|1|0|1|0|1|
8262|220|O|134255.25|1998-05-17|4-NOT SPECIFIED|Clerk#000000582|0|the requests sleep fluffily final dugouts. final foxes |1998|0|0|1|0|1|
8263|190|F|113502.00|1995-01-27|1-URGENT|Clerk#000000986|0|ly quickly ironic foxes. thinly careful packages haggle furiousl|1995|1|0|1|1|1|
8288|427|O|151543.31|1995-05-10|1-URGENT|Clerk#000000375|0|ar instructions. slyly regular packages cajole blithe|1995|0|0|1|1|1|
8289|283|F|151909.09|1992-10-29|5-LOW|Clerk#000000610|0|ironic requests up the slyly regular accounts wake blithely among the blithe|1992|1|0|1|0|1|
8290|221|F|96403.88|1994-12-10|1-URGENT|Clerk#000000202|0|ajole tithes. even excuses integrate blithely. fluffily|1994|1|0|1|0|1|
8291|103|F|49534.45|1992-05-29|5-LOW|Clerk#000000176|0|posits above the unusual requests maintain deposits? theodolites during the f|1992|1|0|1|0|1|
8292|223|F|126413.95|1993-02-02|4-NOT SPECIFIED|Clerk#000000112|0|uests are carefully quick requests. careful|1993|1|0|1|0|1|
8293|334|F|141076.14|1992-08-11|5-LOW|Clerk#000000492|0|ly ironic accounts wake along the carefully pen|1992|1|0|1|0|1|
8294|4|F|54425.97|1992-06-21|3-MEDIUM|Clerk#000000491|0| dolphins. regular ideas nag carefully. blithely pendi|1992|1|0|1|0|1|
8295|293|F|273753.15|1994-04-02|2-HIGH|Clerk#000000102|0|ly ironic pinto beans wake against the quickly final pinto be|1994|1|0|1|0|1|
8320|193|F|146150.48|1994-09-20|4-NOT SPECIFIED|Clerk#000000167|0|thely final pinto beans. quickly even instructions use b|1994|1|0|1|0|1|
8321|101|F|208716.73|1993-11-11|4-NOT SPECIFIED|Clerk#000000673|0|quickly final requests use slyly regular packages. pinto beans na|1993|1|0|1|0|1|
8322|127|O|108806.67|1996-03-25|2-HIGH|Clerk#000000871|0| blithely among the pending deposits. busily even ac|1996|0|0|1|1|1|
8323|160|O|173377.86|1995-09-07|2-HIGH|Clerk#000000625|0|ously unusual packages nag furiously. unusual id|1995|0|0|1|1|1|
8324|296|F|100150.10|1994-09-02|2-HIGH|Clerk#000000635|0|equests along the furiously ironic packages boost around the pending pac|1994|1|0|1|0|1|
8325|223|F|37447.08|1994-01-15|1-URGENT|Clerk#000000284|0|e. regular deposits nag carefully al|1994|1|0|1|0|1|
8326|367|O|59699.53|1996-02-27|5-LOW|Clerk#000000473|0|e. slyly pending accounts cajole carefully|1996|0|0|1|1|1|
8327|346|O|74882.67|1997-11-08|4-NOT SPECIFIED|Clerk#000000014|0|fully bold depths sleep quickly brave instructions. ironi|1997|0|0|1|0|1|
8352|209|F|48432.49|1993-07-11|2-HIGH|Clerk#000000492|0| accounts wake fluffily. express, ev|1993|1|0|1|0|1|
8353|127|F|136755.90|1994-05-16|3-MEDIUM|Clerk#000000510|0|usly. blithely even epitaphs in plac|1994|1|0|1|0|1|
8354|191|O|912.04|1996-09-15|3-MEDIUM|Clerk#000000495|0|ngage slyly requests. unusual waters in pla|1996|0|0|1|1|1|
8355|355|O|198727.21|1997-11-20|1-URGENT|Clerk#000000481|0|gainst the furiousl|1997|0|0|1|0|1|
8356|268|O|31940.96|1995-03-31|2-HIGH|Clerk#000000520|0|es sleep blithely even theodolites. quickly ironic realms are |1995|0|0|1|1|1|
8357|223|O|97970.67|1997-08-29|1-URGENT|Clerk#000000640|0|gside of the slyly ironic theodolites. bold pa|1997|0|0|1|0|1|
8358|160|O|142079.24|1997-01-05|5-LOW|Clerk#000000077|0|nding deposits. never unusual accounts along|1997|0|0|1|0|1|
8359|113|F|116750.59|1992-05-17|5-LOW|Clerk#000000713|0|unusual, pending packages sleep slyly furiously fina|1992|1|0|1|0|1|
8384|136|F|158778.73|1993-05-06|2-HIGH|Clerk#000000790|0|ions in place of the slyly|1993|1|0|1|0|1|
8385|242|O|173043.66|1997-06-28|3-MEDIUM|Clerk#000000702|0|otes wake slyly. unusual pack|1997|0|0|1|0|1|
8386|118|O|133643.97|1998-02-17|1-URGENT|Clerk#000000919|0|sly bold requests. quickly even deposits nag qu|1998|0|0|1|0|1|
8387|433|F|179067.55|1993-03-21|4-NOT SPECIFIED|Clerk#000000392|0|final multipliers wake-- pending, regular platelets doze slyly regular deposi|1993|1|0|1|0|1|
8388|265|F|202568.88|1992-02-24|5-LOW|Clerk#000000930|0|integrate across the furiously express packages. express, p|1992|1|0|1|0|1|
8389|184|F|124547.00|1994-04-23|3-MEDIUM|Clerk#000000097|0|ies boost. regular, final deposits nag|1994|1|0|1|0|1|
8390|202|F|86104.92|1992-04-22|3-MEDIUM|Clerk#000000862|0|iously across the bli|1992|1|0|1|0|1|
8391|16|O|204138.18|1995-08-29|2-HIGH|Clerk#000000188|0|lar instructions. ironically special Tiresias are f|1995|0|0|1|1|1|
8416|34|F|243395.18|1993-08-07|5-LOW|Clerk#000000804|0|usly ironic accounts must have to sleep pending, final req|1993|1|1|1|0|1|
8417|325|O|63971.29|1997-08-23|5-LOW|Clerk#000000651|0|e to detect furiously against the furiously even dolphin|1997|0|0|1|0|1|
8418|34|O|8665.56|1996-10-15|2-HIGH|Clerk#000000987|0|ealthy requests. blithely ironic dependencies aff|1996|0|0|1|1|1|
8419|352|O|250911.21|1995-09-30|1-URGENT|Clerk#000000569|0|ully regular dependencies according to |1995|0|0|1|1|1|
8420|424|O|1298.68|1997-06-19|3-MEDIUM|Clerk#000000191|0|press pinto beans. slyly even ideas sleep quickly |1997|0|0|1|0|1|
8421|178|O|238574.66|1997-03-22|1-URGENT|Clerk#000000102|0| fluffily final foxe|1997|0|0|1|0|1|
8422|55|F|239237.08|1994-04-15|3-MEDIUM|Clerk#000000061|0|jole carefully over the carefully pending ideas. forges use fluff|1994|1|0|1|0|1|
8423|271|O|134153.49|1996-12-08|2-HIGH|Clerk#000000794|0| are furiously even dependencies. even deposits hag|1996|0|0|1|1|1|
8448|187|O|53326.57|1995-10-07|2-HIGH|Clerk#000000472|0|t haggle at the slyly even packages. slyly thin frays sleep bl|1995|0|0|1|1|1|
8449|437|O|121657.11|1996-10-11|1-URGENT|Clerk#000000329|0|kages. blithely unusual deposits play.|1996|0|0|1|1|1|
8450|311|F|48057.30|1992-04-14|4-NOT SPECIFIED|Clerk#000000910|0|ly after the fluffily ironic packages. pending theodolites wake. blithely regu|1992|1|0|1|0|1|
8451|98|O|49312.95|1995-12-14|3-MEDIUM|Clerk#000000719|0|ions. slyly regular deposits haggle alongsi|1995|0|0|1|1|1|
8452|418|F|197002.96|1992-07-30|4-NOT SPECIFIED|Clerk#000000951|0|ealms sleep blithely. carefully silent requests print furiously.|1992|1|0|1|0|1|
8453|142|O|89166.85|1997-09-04|1-URGENT|Clerk#000000494|0|among the carefully express requests. even requests among the furiously |1997|0|0|1|0|1|
8454|103|F|173683.94|1992-08-16|3-MEDIUM|Clerk#000000481|0|es are fluffily. sile|1992|1|0|1|0|1|
8455|199|F|63709.55|1994-08-21|3-MEDIUM|Clerk#000000666|0|sly-- special ideas above the fluffily bold deposits affix carefully |1994|1|0|1|0|1|
8480|449|F|226620.24|1995-01-30|2-HIGH|Clerk#000000528|0|iously final Tiresias. even theodolites sublate above th|1995|1|0|1|1|1|
8481|118|O|27756.48|1998-04-08|5-LOW|Clerk#000000448|0|es. thinly regular th|1998|0|0|1|0|1|
8482|175|O|106347.47|1997-03-16|4-NOT SPECIFIED|Clerk#000000579|0|y even courts cajole caref|1997|0|0|1|0|1|
8483|176|O|64359.40|1995-10-31|3-MEDIUM|Clerk#000000968|0|uriously across the instructions. special, regular pinto|1995|0|0|1|1|1|
8484|436|O|102296.37|1995-09-05|4-NOT SPECIFIED|Clerk#000000789|0|even dependencies sleep ab|1995|0|0|1|1|1|
8485|418|O|44460.45|1997-09-02|2-HIGH|Clerk#000000151|0|ular accounts nag slyly. slyly regular in|1997|0|0|1|0|1|
8486|241|O|81964.54|1997-01-21|3-MEDIUM|Clerk#000000212|0|riously even accounts impress furiously am|1997|0|0|1|0|1|
8487|260|O|193270.80|1997-01-05|2-HIGH|Clerk#000000756|0|are fluffily about the packages|1997|0|0|1|0|1|
8512|287|F|51280.40|1994-06-24|3-MEDIUM|Clerk#000000297|0|fully regular accounts integrate carefully during the final, even depe|1994|1|0|1|0|1|
